segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29279698.504,-3215.18,0.674,nan,0.628,3215.18,0.9,3215.18,0.91,nan,0.604,nan,0.646
29279898.504,-3215.18,0.784,-3215.18,0.706,3215.18,0.872,3215.18,0.892,nan,0.613,nan,0.622
29280098.504,-3215.18,0.872,-3215.18,0.823,3215.18,0.781,3215.18,0.823,401.9,0.663,562.66,0.663
29280298.504,-3215.18,0.927,-3215.18,0.902,nan,0.614,3215.18,0.679,321.52,0.708,562.66,0.694
29280498.504,-3215.18,0.953,-3215.18,0.941,nan,0.405,nan,0.478,401.9,0.729,482.28,0.716
29280698.504,-3215.18,0.958,-3215.18,0.953,nan,0.562,nan,0.483,321.52,0.71,401.9,0.709
29280898.504,-3215.18,0.95,-3215.18,0.949,-3215.18,0.747,-3215.18,0.686,241.14,0.672,321.52,0.69
29281098.504,-3215.18,0.937,-3215.18,0.936,-3215.18,0.859,-3215.18,0.822,nan,0.643,241.14,0.676
29281298.504,-3215.18,0.922,-3215.18,0.921,-3215.18,0.907,-3215.18,0.891,nan,0.639,80.38,0.674
29281498.504,-3215.18,0.908,-3215.18,0.908,-2974.04,0.907,-3054.42,0.901,-321.52,0.678,0.0,0.704
29281698.504,-3215.18,0.893,-3134.8,0.893,-2250.62,0.903,-2250.62,0.901,-241.14,0.726,0.0,0.741
29281898.504,-2572.14,0.881,-2411.38,0.883,-1527.21,0.916,-1527.21,0.916,-80.38,0.763,160.76,0.764
29282098.504,-1848.73,0.874,-1848.73,0.88,-964.55,0.939,-884.17,0.939,80.38,0.795,321.52,0.779
29282298.504,-1286.07,0.868,-1205.69,0.875,-321.52,0.961,-401.9,0.96,160.76,0.812,401.9,0.782
29282498.504,-803.79,0.856,-643.04,0.866,80.38,0.973,160.76,0.972,241.14,0.822,401.9,0.781
29282698.504,-160.76,0.84,-80.38,0.85,401.9,0.972,482.28,0.971,241.14,0.808,401.9,0.769
29282898.504,482.28,0.819,562.66,0.828,643.04,0.957,643.04,0.956,241.14,0.777,241.14,0.744
29283098.504,1205.69,0.798,1205.69,0.805,643.04,0.937,723.41,0.935,160.76,0.747,241.14,0.723
29283298.504,1929.11,0.778,2009.48,0.783,803.79,0.916,803.79,0.915,241.14,0.721,241.14,0.708
29283498.504,2732.9,0.76,2813.28,0.764,884.17,0.892,964.55,0.892,321.52,0.705,241.14,0.697
29283698.504,3215.18,0.745,3215.18,0.745,1205.69,0.86,1205.69,0.861,241.14,0.696,321.52,0.694
29283898.504,-3215.18,0.726,3215.18,0.72,1527.21,0.815,1527.21,0.817,0.0,0.707,80.38,0.709
29284098.504,-3215.18,0.751,-3215.18,0.75,1848.73,0.753,1848.73,0.756,80.38,0.736,160.76,0.745
29284298.504,-3215.18,0.779,-3215.18,0.781,2009.48,0.659,2009.48,0.66,160.76,0.777,160.76,0.794
29284498.504,-3215.18,0.8,-3215.18,0.807,nan,0.496,nan,0.496,241.14,0.834,241.14,0.855
29284698.504,-3215.18,0.814,-3215.18,0.825,nan,0.35,nan,0.34,241.14,0.892,321.52,0.916
29284898.504,-3215.18,0.823,-3215.18,0.835,nan,0.426,nan,0.417,321.52,0.941,401.9,0.956
29285098.504,-3215.18,0.829,-3215.18,0.843,nan,0.604,nan,0.593,401.9,0.951,482.28,0.954
29285298.504,-3215.18,0.83,-3215.18,0.844,562.66,0.792,482.28,0.784,562.66,0.912,723.41,0.898
29285498.504,-3215.18,0.824,-3215.18,0.839,803.79,0.81,884.17,0.821,884.17,0.835,1044.93,0.806
29285698.504,-3215.18,0.814,-3215.18,0.828,1044.93,0.689,964.55,0.717,1205.69,0.741,1286.07,0.716
29285898.504,-2491.76,0.802,-3215.18,0.815,nan,0.525,nan,0.586,nan,0.636,nan,0.626
29286098.504,-1768.35,0.793,-2732.9,0.802,nan,0.393,nan,0.477,nan,0.495,nan,0.504
29286298.504,-964.55,0.785,-1929.11,0.791,nan,0.428,nan,0.464,nan,0.463,nan,0.507
29286498.504,-160.76,0.781,-1125.31,0.784,nan,0.48,nan,0.447,nan,0.56,nan,0.607
29286698.504,643.04,0.78,-401.9,0.779,nan,0.64,nan,0.509,nan,0.588,nan,0.633
29286898.504,1366.45,0.781,401.9,0.778,-3215.18,0.763,-3215.18,0.662,nan,0.547,nan,0.591
29287098.504,2170.24,0.786,1205.69,0.778,-3215.18,0.843,-3215.18,0.78,nan,0.488,nan,0.531
29287298.504,2974.04,0.792,2009.48,0.781,-3215.18,0.883,-3215.18,0.846,nan,0.499,nan,0.519
29287498.504,3215.18,0.802,2813.28,0.787,-3215.18,0.894,-3134.8,0.87,nan,0.587,nan,0.585
29287698.504,3215.18,0.812,3215.18,0.796,-2572.14,0.894,-2652.52,0.881,-562.66,0.667,-401.9,0.655
29287898.504,3215.18,0.824,3215.18,0.808,-2009.48,0.893,-1929.11,0.885,-482.28,0.718,-401.9,0.701
29288098.504,3215.18,0.836,3215.18,0.82,-1607.59,0.89,-1527.21,0.883,-401.9,0.743,-321.52,0.726
29288298.504,3215.18,0.846,3215.18,0.83,-1205.69,0.88,-1044.93,0.879,-321.52,0.756,-241.14,0.743
29288498.504,3215.18,0.853,3215.18,0.838,-643.04,0.856,-884.17,0.859,-482.28,0.774,-321.52,0.765
29288698.504,3215.18,0.859,3215.18,0.846,-3215.18,0.815,-3215.18,0.818,-1044.93,0.811,-803.79,0.806
29288898.504,3215.18,0.866,3215.18,0.854,-3215.18,0.787,-3215.18,0.792,-1044.93,0.854,-884.17,0.854
29289098.504,3215.18,0.872,3215.18,0.862,-3215.18,0.76,-3215.18,0.763,-723.41,0.863,-562.66,0.873
29289298.504,3215.18,0.875,3215.18,0.867,-3215.18,0.753,-3215.18,0.752,-160.76,0.842,-80.38,0.857
29289498.504,3215.18,0.874,3215.18,0.866,-3215.18,0.769,-3215.18,0.769,482.28,0.793,562.66,0.81
29289698.504,3215.18,0.866,3215.18,0.858,-3215.18,0.791,-3215.18,0.794,-3215.18,0.764,1286.07,0.749
29289898.504,3215.18,0.853,3215.18,0.844,-3215.18,0.806,-3215.18,0.81,-3215.18,0.755,-3215.18,0.725
29290098.504,3215.18,0.841,3215.18,0.829,-3215.18,0.81,-3215.18,0.812,-3215.18,0.768,-3215.18,0.733
29290298.504,3215.18,0.829,3215.18,0.816,-2331.0,0.814,-2250.62,0.815,-3215.18,0.796,-3215.18,0.761
29290498.504,3215.18,0.82,3215.18,0.804,-1607.59,0.831,-1607.59,0.833,-3215.18,0.825,-3215.18,0.795
29290698.504,3215.18,0.813,3215.18,0.792,-1205.69,0.853,-1125.31,0.855,-3215.18,0.842,-3215.18,0.819
29290898.504,3215.18,0.806,3215.18,0.782,-723.41,0.874,-723.41,0.875,-3134.8,0.844,-3134.8,0.826
29291098.504,3215.18,0.805,3215.18,0.778,-321.52,0.886,-321.52,0.887,-2331.0,0.848,-2331.0,0.836
29291298.504,3215.18,0.812,3215.18,0.783,80.38,0.887,80.38,0.888,-1607.59,0.865,-1527.21,0.858
29291498.504,3215.18,0.828,3215.18,0.798,562.66,0.879,482.28,0.881,-964.55,0.888,-884.17,0.883
29291698.504,3215.18,0.849,2893.66,0.818,1125.31,0.864,1044.93,0.866,-482.28,0.912,-321.52,0.91
29291898.504,3215.18,0.872,3215.18,0.841,1768.35,0.849,1527.21,0.848,80.38,0.932,80.38,0.931
29292098.504,3215.18,0.891,3215.18,0.862,2491.76,0.839,2250.62,0.836,482.28,0.943,562.66,0.943
29292298.504,3215.18,0.907,3215.18,0.88,3215.18,0.841,3054.42,0.835,884.17,0.942,964.55,0.941
29292498.504,3215.18,0.92,3215.18,0.897,3215.18,0.836,3215.18,0.834,1366.45,0.93,1446.83,0.929
29292698.504,3215.18,0.933,3215.18,0.914,3215.18,0.82,3215.18,0.818,1687.97,0.913,1929.11,0.911
29292898.504,3215.18,0.945,3215.18,0.93,3215.18,0.803,3215.18,0.801,2250.62,0.896,2331.0,0.894
29293098.504,3215.18,0.954,3215.18,0.944,3215.18,0.796,3215.18,0.792,2813.28,0.884,2974.04,0.887
29293298.504,3215.18,0.955,3215.18,0.953,3215.18,0.802,3215.18,0.795,3215.18,0.878,3215.18,0.881
29293498.504,3215.18,0.945,3215.18,0.958,3215.18,0.819,3215.18,0.81,3215.18,0.861,3215.18,0.856
29293698.504,3215.18,0.914,3215.18,0.955,3215.18,0.844,3215.18,0.835,3215.18,0.817,3215.18,0.805
29293898.504,3215.18,0.843,3215.18,0.937,3215.18,0.868,1446.83,0.864,3215.18,0.733,3215.18,0.726
29294098.504,3215.18,0.7,3215.18,0.882,1848.73,0.886,1929.11,0.885,nan,0.604,nan,0.624
29294298.504,nan,0.501,3215.18,0.78,2170.24,0.885,2089.86,0.889,nan,0.587,nan,0.641
29294498.504,nan,0.474,nan,0.643,2250.62,0.873,2491.76,0.883,-321.52,0.708,-321.52,0.749
29294698.504,nan,0.633,nan,0.498,2572.14,0.851,2974.04,0.869,0.0,0.824,80.38,0.848
29294898.504,-2491.76,0.749,nan,0.491,2893.66,0.814,2974.04,0.847,160.76,0.912,241.14,0.918
29295098.504,-2009.48,0.812,nan,0.625,3054.42,0.761,3215.18,0.818,321.52,0.958,401.9,0.955
29295298.504,-1366.45,0.839,-964.55,0.717,2732.9,0.69,3215.18,0.772,562.66,0.967,723.41,0.96
29295498.504,-1044.93,0.852,-643.04,0.773,nan,0.615,3215.18,0.708,723.41,0.952,964.55,0.943
29295698.504,-643.04,0.855,-482.28,0.807,nan,0.52,nan,0.606,884.17,0.915,1125.31,0.906
29295898.504,-723.41,0.851,-482.28,0.83,nan,0.526,nan,0.477,1125.31,0.86,1366.45,0.856
29296098.504,-723.41,0.84,-803.79,0.838,nan,0.638,nan,0.511,1527.21,0.811,1607.59,0.814
29296298.504,-562.66,0.821,-643.04,0.83,80.38,0.762,nan,0.605,2250.62,0.783,2331.0,0.795
29296498.504,-321.52,0.795,-401.9,0.806,321.52,0.798,nan,0.597,3054.42,0.77,3134.8,0.793
29296698.504,80.38,0.769,-160.76,0.778,321.52,0.71,nan,0.495,nan,0.611,3215.18,0.674
29296898.504,401.9,0.748,321.52,0.752,nan,0.613,nan,0.417,nan,0.513,nan,0.485
29297098.504,-3215.18,0.733,-3215.18,0.751,nan,0.547,nan,0.409,nan,0.607,nan,0.579
29297298.504,-2652.52,0.734,-3215.18,0.753,nan,0.566,nan,0.554,nan,0.62,nan,0.606
29297498.504,-1687.97,0.743,-2250.62,0.753,-321.52,0.668,-964.55,0.697,nan,0.561,nan,0.554
29297698.504,-884.17,0.764,-1366.45,0.767,-241.14,0.749,-643.04,0.798,nan,0.518,nan,0.507
29297898.504,-160.76,0.799,-643.04,0.8,80.38,0.737,-160.76,0.82,nan,0.544,nan,0.506
29298098.504,321.52,0.841,-160.76,0.842,321.52,0.657,160.76,0.768,-562.66,0.675,nan,0.622
29298298.504,723.41,0.878,562.66,0.88,nan,0.567,321.52,0.69,-482.28,0.778,-241.14,0.748
29298498.504,1286.07,0.9,884.17,0.901,nan,0.501,nan,0.619,-160.76,0.835,-80.38,0.822
29298698.504,1607.59,0.903,1366.45,0.902,nan,0.516,nan,0.593,80.38,0.861,160.76,0.858
29298898.504,1929.11,0.896,1366.45,0.889,nan,0.607,nan,0.635,321.52,0.864,401.9,0.868
29299098.504,2089.86,0.884,1607.59,0.875,-482.28,0.686,-241.14,0.691,241.14,0.864,321.52,0.873
29299298.504,2170.24,0.878,1768.35,0.866,-321.52,0.73,-160.76,0.722,160.76,0.884,321.52,0.895
29299498.504,2732.9,0.877,2331.0,0.854,-241.14,0.75,-80.38,0.735,160.76,0.905,321.52,0.923
29299698.504,3215.18,0.877,3134.8,0.834,-241.14,0.761,0.0,0.737,321.52,0.882,401.9,0.908
29299898.504,3215.18,0.858,3215.18,0.796,-321.52,0.777,-80.38,0.743,562.66,0.808,562.66,0.836
29300098.504,3215.18,0.814,3215.18,0.734,-562.66,0.811,-401.9,0.775,1044.93,0.738,964.55,0.762
29300298.504,3215.18,0.74,nan,0.643,-803.79,0.868,-884.17,0.837,1768.35,0.678,1607.59,0.697
29300498.504,nan,0.607,nan,0.527,-562.66,0.915,-643.04,0.899,nan,0.59,nan,0.601
29300698.504,nan,0.44,nan,0.5,0.0,0.939,-80.38,0.933,nan,0.609,nan,0.53
29300898.504,nan,0.512,-401.9,0.65,643.04,0.945,562.66,0.945,-3215.18,0.711,-3215.18,0.673
29301098.504,241.14,0.699,-80.38,0.816,1366.45,0.938,1205.69,0.942,-3215.18,0.792,-3215.18,0.777
29301298.504,321.52,0.874,241.14,0.933,2089.86,0.922,1848.73,0.925,-3215.18,0.844,-3215.18,0.841
29301498.504,562.66,0.935,482.28,0.954,2813.28,0.907,2572.14,0.905,-2974.04,0.857,-2974.04,0.859
29301698.504,884.17,0.839,884.17,0.873,3215.18,0.904,3215.18,0.897,-1848.73,0.875,-2089.86,0.876
29301898.504,1044.93,0.681,1286.07,0.742,3215.18,0.893,3215.18,0.884,-964.55,0.913,-1205.69,0.91
29302098.504,nan,0.552,nan,0.641,3215.18,0.873,3215.18,0.863,-482.28,0.947,-482.28,0.946
29302298.504,nan,0.527,nan,0.616,3215.18,0.848,3215.18,0.835,0.0,0.969,-80.38,0.971
29302498.504,nan,0.622,0.0,0.687,3215.18,0.818,3215.18,0.801,562.66,0.972,482.28,0.977
29302698.504,241.14,0.771,160.76,0.794,3215.18,0.786,3215.18,0.761,1044.93,0.955,964.55,0.963
29302898.504,401.9,0.821,401.9,0.84,3215.18,0.772,3215.18,0.715,1527.21,0.917,1286.07,0.926
29303098.504,562.66,0.693,643.04,0.798,3215.18,0.771,nan,0.643,1848.73,0.87,1125.31,0.885
29303298.504,nan,0.556,482.28,0.71,nan,0.626,nan,0.375,1286.07,0.845,1125.31,0.863
29303498.504,nan,0.489,321.52,0.676,nan,0.375,nan,0.192,1446.83,0.837,1366.45,0.848
29303698.504,nan,0.491,321.52,0.708,nan,0.272,nan,0.302,1768.35,0.807,1607.59,0.808
29303898.504,nan,0.567,321.52,0.769,nan,0.333,nan,0.417,2170.24,0.739,1848.73,0.73
29304098.504,-482.28,0.709,160.76,0.744,nan,0.33,nan,0.456,nan,0.639,nan,0.626
29304298.504,-241.14,0.732,nan,0.643,nan,0.334,nan,0.457,nan,0.502,nan,0.493
29304498.504,160.76,0.652,nan,0.52,nan,0.492,nan,0.465,nan,0.607,nan,0.608
29304698.504,nan,0.568,nan,0.405,nan,0.635,nan,0.608,-3215.18,0.763,-3215.18,0.782
29304898.504,nan,0.511,nan,0.345,80.38,0.696,160.76,0.681,-3215.18,0.825,-3215.18,0.843
29305098.504,nan,0.564,nan,0.526,401.9,0.702,401.9,0.694,-3215.18,0.875,-3215.18,0.889
29305298.504,-160.76,0.675,-321.52,0.675,321.52,0.729,321.52,0.712,-3215.18,0.896,-3215.18,0.909
29305498.504,0.0,0.753,-241.14,0.763,241.14,0.824,241.14,0.813,-2974.04,0.896,-3054.42,0.905
29305698.504,80.38,0.776,0.0,0.799,241.14,0.842,321.52,0.854,-2331.0,0.902,-2331.0,0.906
29305898.504,241.14,0.752,160.76,0.776,321.52,0.749,321.52,0.771,-1527.21,0.92,-1527.21,0.92
29306098.504,321.52,0.691,160.76,0.72,nan,0.623,nan,0.642,-884.17,0.944,-884.17,0.94
29306298.504,nan,0.617,-3215.18,0.677,nan,0.529,nan,0.537,-321.52,0.964,-241.14,0.959
29306498.504,-3215.18,0.73,-3215.18,0.759,nan,0.474,nan,0.479,160.76,0.974,241.14,0.969
29306698.504,-3215.18,0.823,-3215.18,0.806,nan,0.476,nan,0.464,562.66,0.969,643.04,0.966
29306898.504,-3215.18,0.855,-3215.18,0.823,nan,0.558,nan,0.526,964.55,0.947,1044.93,0.945
29307098.504,-3215.18,0.86,-3215.18,0.83,-803.79,0.652,nan,0.634,1205.69,0.907,1366.45,0.906
29307298.504,-3215.18,0.852,-2893.66,0.822,-803.79,0.681,-884.17,0.673,1286.07,0.857,1366.45,0.855
29307498.504,-2170.24,0.84,-2009.48,0.824,-3215.18,0.708,-3215.18,0.686,1366.45,0.815,1366.45,0.813
29307698.504,-1527.21,0.841,-1286.07,0.836,-3215.18,0.802,-3215.18,0.787,1366.45,0.785,1446.83,0.784
29307898.504,-964.55,0.852,-723.41,0.857,-3215.18,0.867,-3215.18,0.856,1527.21,0.753,1607.59,0.752
29308098.504,-562.66,0.87,-401.9,0.88,-3215.18,0.899,-3215.18,0.896,1768.35,0.702,1848.73,0.698
29308298.504,-321.52,0.884,-80.38,0.897,-2491.76,0.907,-2652.52,0.906,nan,0.613,nan,0.606
29308498.504,0.0,0.89,241.14,0.903,-1607.59,0.917,-1687.97,0.915,nan,0.522,nan,0.535
29308698.504,321.52,0.888,482.28,0.898,-723.41,0.923,-884.17,0.922,nan,0.504,nan,0.552
29308898.504,803.79,0.878,964.55,0.887,-80.38,0.928,-160.76,0.931,nan,0.582,nan,0.638
29309098.504,1366.45,0.863,1446.83,0.87,482.28,0.93,401.9,0.937,321.52,0.663,321.52,0.737
29309298.504,2009.48,0.848,2170.24,0.853,723.41,0.917,723.41,0.931,321.52,0.671,482.28,0.753
29309498.504,2813.28,0.835,2893.66,0.84,723.41,0.899,803.79,0.914,241.14,0.663,401.9,0.726
29309698.504,3215.18,0.83,3215.18,0.836,643.04,0.889,803.79,0.9,241.14,0.68,401.9,0.718
29309898.504,3215.18,0.816,3215.18,0.819,723.41,0.879,803.79,0.891,80.38,0.724,241.14,0.732
29310098.504,3215.18,0.797,3215.18,0.796,723.41,0.855,803.79,0.871,241.14,0.775,321.52,0.762
29310298.504,3215.18,0.773,3215.18,0.771,884.17,0.808,884.17,0.829,401.9,0.766,562.66,0.736
29310498.504,3215.18,0.754,3215.18,0.754,1125.31,0.731,1125.31,0.762,321.52,0.728,562.66,0.67
29310698.504,-562.66,0.771,-321.52,0.783,nan,0.635,1446.83,0.677,321.52,0.721,nan,0.642
29310898.504,160.76,0.818,321.52,0.834,nan,0.498,nan,0.564,321.52,0.737,401.9,0.655
29311098.504,643.04,0.855,803.79,0.871,nan,0.452,nan,0.322,160.76,0.773,241.14,0.688
29311298.504,1205.69,0.88,1205.69,0.89,nan,0.617,nan,0.501,80.38,0.766,0.0,0.708
29311498.504,1527.21,0.877,1366.45,0.877,-3215.18,0.759,-3215.18,0.662,241.14,0.667,-3215.18,0.692
29311698.504,1366.45,0.844,1125.31,0.833,-3215.18,0.863,-3215.18,0.8,nan,0.611,-3215.18,0.733
29311898.504,1366.45,0.81,964.55,0.795,-3215.18,0.893,-3215.18,0.852,-3215.18,0.695,-3215.18,0.79
29312098.504,1366.45,0.778,964.55,0.753,-3215.18,0.898,-3215.18,0.868,-3215.18,0.783,-3215.18,0.837
29312298.504,1125.31,0.745,1044.93,0.695,-3215.18,0.892,-3215.18,0.874,-1768.35,0.76,-2089.86,0.801
29312498.504,1286.07,0.684,nan,0.598,-3215.18,0.874,-3215.18,0.865,-723.41,0.822,-723.41,0.841
29312698.504,nan,0.591,nan,0.48,-3215.18,0.857,-3215.18,0.853,-160.76,0.894,-160.76,0.898
29312898.504,nan,0.578,nan,0.598,-3215.18,0.852,-3215.18,0.848,160.76,0.954,241.14,0.953
29313098.504,-3215.18,0.729,-3215.18,0.783,-3215.18,0.854,-3215.18,0.849,321.52,0.979,482.28,0.977
29313298.504,-3215.18,0.814,-3215.18,0.872,-3215.18,0.85,-3215.18,0.845,482.28,0.97,562.66,0.966
29313498.504,-3215.18,0.882,-3215.18,0.926,-3215.18,0.833,-3215.18,0.827,401.9,0.95,562.66,0.936
29313698.504,-3215.18,0.928,-3215.18,0.957,-3215.18,0.812,-3215.18,0.804,401.9,0.94,562.66,0.918
29313898.504,-3215.18,0.939,-3215.18,0.955,-3215.18,0.799,-1687.97,0.796,401.9,0.94,562.66,0.913
29314098.504,-3215.18,0.921,-3215.18,0.93,-1205.69,0.797,-884.17,0.802,562.66,0.93,643.04,0.902
29314298.504,-3134.8,0.89,-3054.42,0.897,-482.28,0.796,-321.52,0.803,803.79,0.879,964.55,0.852
29314498.504,-2411.38,0.869,-2331.0,0.878,160.76,0.79,401.9,0.797,1205.69,0.783,1286.07,0.761
29314698.504,-1768.35,0.87,-1687.97,0.879,562.66,0.783,964.55,0.788,nan,0.639,nan,0.63
29314898.504,-1205.69,0.882,-1125.31,0.89,1044.93,0.78,1687.97,0.784,nan,0.399,nan,0.409
29315098.504,-723.41,0.896,-723.41,0.902,1205.69,0.787,2491.76,0.788,nan,0.314,nan,0.399
29315298.504,-401.9,0.909,-321.52,0.911,643.04,0.807,3215.18,0.807,nan,0.507,nan,0.545
29315498.504,-80.38,0.919,0.0,0.916,1044.93,0.833,3215.18,0.83,-643.04,0.674,-964.55,0.692
29315698.504,160.76,0.925,241.14,0.919,1527.21,0.857,3215.18,0.85,-321.52,0.783,-723.41,0.79
29315898.504,482.28,0.928,562.66,0.919,2009.48,0.875,2250.62,0.87,-401.9,0.852,-1286.07,0.851
29316098.504,803.79,0.925,964.55,0.914,2572.14,0.89,2893.66,0.887,-401.9,0.902,-723.41,0.902
29316298.504,1286.07,0.919,1446.83,0.909,3215.18,0.908,3215.18,0.905,-80.38,0.937,-241.14,0.938
29316498.504,1848.73,0.915,2089.86,0.909,3215.18,0.93,3215.18,0.925,160.76,0.95,160.76,0.961
29316698.504,2572.14,0.919,2813.28,0.921,3215.18,0.949,3215.18,0.945,401.9,0.937,401.9,0.963
29316898.504,3215.18,0.938,3215.18,0.945,3215.18,0.96,3215.18,0.958,401.9,0.911,643.04,0.948
29317098.504,3215.18,0.949,3215.18,0.957,3215.18,0.964,3215.18,0.965,723.41,0.872,964.55,0.923
29317298.504,3215.18,0.934,3215.18,0.948,3215.18,0.963,3215.18,0.97,964.55,0.819,1366.45,0.881
29317498.504,3215.18,0.895,3215.18,0.92,3215.18,0.947,3215.18,0.967,1125.31,0.76,1768.35,0.83
29317698.504,3215.18,0.832,3215.18,0.874,3215.18,0.898,3215.18,0.945,1286.07,0.706,2250.62,0.769
29317898.504,3215.18,0.743,3215.18,0.808,3215.18,0.821,3215.18,0.906,nan,0.649,2089.86,0.713
29318098.504,nan,0.629,3215.18,0.719,3215.18,0.71,3215.18,0.85,nan,0.643,nan,0.644
29318298.504,nan,0.578,nan,0.63,nan,0.563,3215.18,0.727,nan,0.587,nan,0.562
29318498.504,nan,0.553,nan,0.549,nan,0.441,nan,0.526,nan,0.466,nan,0.419
29318698.504,nan,0.612,nan,0.537,nan,0.354,nan,0.353,nan,0.388,nan,0.306
29318898.504,-241.14,0.732,nan,0.641,nan,0.381,nan,0.265,nan,0.419,nan,0.335
29319098.504,80.38,0.851,241.14,0.78,nan,0.613,nan,0.447,nan,0.557,nan,0.528
29319298.504,241.14,0.935,401.9,0.898,-562.66,0.738,-401.9,0.678,-3215.18,0.686,-3215.18,0.695
29319498.504,482.28,0.969,562.66,0.952,-80.38,0.722,0.0,0.71,-3215.18,0.793,-3215.18,0.806
29319698.504,964.55,0.966,803.79,0.955,-3215.18,0.778,nan,0.644,-3215.18,0.863,-3215.18,0.874
29319898.504,1446.83,0.945,964.55,0.924,-3215.18,0.767,-3215.18,0.66,-3215.18,0.903,-3215.18,0.911
29320098.504,2009.48,0.921,1205.69,0.875,-3215.18,0.762,-3215.18,0.663,-3215.18,0.919,-3215.18,0.925
29320298.504,2491.76,0.909,1687.97,0.825,-3215.18,0.794,-3215.18,0.721,-3215.18,0.907,-3215.18,0.912
29320498.504,3054.42,0.902,2170.24,0.749,-3215.18,0.825,-3215.18,0.789,-3215.18,0.886,-3215.18,0.895
29320698.504,3215.18,0.883,nan,0.615,-3215.18,0.836,-3215.18,0.822,-3215.18,0.88,-3215.18,0.891
29320898.504,3215.18,0.815,nan,0.403,-3215.18,0.837,-3215.18,0.828,-3215.18,0.88,-3215.18,0.893
29321098.504,3215.18,0.672,nan,0.284,-3215.18,0.84,-3215.18,0.831,-3215.18,0.878,-3215.18,0.893
29321298.504,nan,0.462,nan,0.623,-3215.18,0.84,-3215.18,0.832,-3215.18,0.868,-3215.18,0.884
29321498.504,-3215.18,0.734,-3215.18,0.812,-2009.48,0.838,-1848.73,0.834,-3215.18,0.847,-3215.18,0.867
29321698.504,-3215.18,0.924,-3215.18,0.89,-1286.07,0.845,-1125.31,0.843,-2813.28,0.822,-3215.18,0.845
29321898.504,-3215.18,0.947,-3215.18,0.921,-884.17,0.854,-884.17,0.852,-1607.59,0.808,-3215.18,0.828
29322098.504,-3215.18,0.925,-3215.18,0.925,-562.66,0.864,-643.04,0.864,-884.17,0.794,-3215.18,0.815
29322298.504,-3215.18,0.894,-3215.18,0.91,-160.76,0.866,-241.14,0.869,-3215.18,0.785,-3215.18,0.808
29322498.504,-2813.28,0.86,-2813.28,0.884,482.28,0.858,401.9,0.863,-3215.18,0.783,-3215.18,0.803
29322698.504,-2170.24,0.853,-2170.24,0.875,1125.31,0.849,964.55,0.854,-3215.18,0.784,-3215.18,0.799
29322898.504,-1607.59,0.863,-1607.59,0.88,1929.11,0.846,1768.35,0.85,-3215.18,0.782,-3215.18,0.794
29323098.504,-1205.69,0.881,-1125.31,0.893,2732.9,0.852,2572.14,0.855,-2411.38,0.782,-2572.14,0.789
29323298.504,-803.79,0.901,-723.41,0.907,3215.18,0.872,3215.18,0.874,-1607.59,0.793,-1768.35,0.794
29323498.504,-482.28,0.917,-482.28,0.918,3215.18,0.893,3215.18,0.896,-803.79,0.811,-884.17,0.807
29323698.504,-160.76,0.933,-80.38,0.929,3215.18,0.912,3215.18,0.915,0.0,0.831,-160.76,0.821
29323898.504,241.14,0.942,401.9,0.935,3215.18,0.927,3215.18,0.929,643.04,0.848,562.66,0.834
29324098.504,562.66,0.943,884.17,0.933,3215.18,0.939,3215.18,0.94,1286.07,0.862,1205.69,0.848
29324298.504,964.55,0.934,1286.07,0.924,3215.18,0.946,3215.18,0.947,1929.11,0.875,1929.11,0.862
29324498.504,1527.21,0.917,1848.73,0.911,3215.18,0.949,3215.18,0.95,2652.52,0.888,2732.9,0.878
29324698.504,2170.24,0.894,2491.76,0.895,3215.18,0.95,3215.18,0.95,3215.18,0.904,3215.18,0.898
29324898.504,2893.66,0.859,3134.8,0.87,3215.18,0.95,3215.18,0.951,3215.18,0.918,3215.18,0.915
29325098.504,3215.18,0.808,3215.18,0.819,3215.18,0.95,3215.18,0.949,3215.18,0.927,3215.18,0.928
29325298.504,3215.18,0.713,3215.18,0.722,3215.18,0.95,3215.18,0.945,3215.18,0.935,3215.18,0.938
29325498.504,nan,0.577,nan,0.585,3215.18,0.95,3215.18,0.941,3215.18,0.942,3215.18,0.943
29325698.504,nan,0.511,nan,0.514,3215.18,0.931,3215.18,0.902,3215.18,0.939,3215.18,0.934
29325898.504,nan,0.575,nan,0.568,3215.18,0.854,3215.18,0.769,3215.18,0.903,3215.18,0.899
29326098.504,nan,0.645,nan,0.643,3215.18,0.695,nan,0.56,3215.18,0.817,3215.18,0.82
29326298.504,-884.17,0.712,-884.17,0.715,nan,0.494,nan,0.602,3215.18,0.665,3215.18,0.691
29326498.504,-1607.59,0.783,-1527.21,0.786,nan,0.601,-3215.18,0.76,nan,0.459,nan,0.502
29326698.504,-1286.07,0.826,-1286.07,0.834,-3215.18,0.772,-3215.18,0.853,nan,0.573,nan,0.494
29326898.504,-1768.35,0.847,-1044.93,0.855,-3215.18,0.878,-3215.18,0.905,-3215.18,0.739,-3215.18,0.66
